video_id,canal_id,categoria_id,titulo,tags,duracao_segundos,idioma_padrao,view_count,like_count,data_publicacao
3JuVMaxNKdE,UCHw2aRSCveHIIxNinU2ZHpQ,27,Só um Cara Enganou o Robô 💀,,37,pt-PT,8700115,495362,2025-10-26T17:22:41Z
2vZw9Po2-O0,UCbp19Wriazp1xj-8daZjfFA,22,encontros com animais que terminaram de formas inesperadas #shorts,,41,pt-PT,17592,1651,2025-11-19T15:30:47Z
0DdK2irctLE,UCbp19Wriazp1xj-8daZjfFA,22,Como Sobreviver às Situações Mais Extremas Imagináveis 😳 #shorts,,40,pt-PT,20327,1335,2025-11-22T15:15:06Z
FDT1pLcMSKI,UCbp19Wriazp1xj-8daZjfFA,22,Os desafios perigosos que terminaram mal #shorts,,46,pt-PT,16847,1213,2025-11-25T15:00:35Z
f0bWaH2rGpw,UCmDXfDgcPZxGOhWWo3UPRpA,20,Os caras não sabem as regras #futebol #fut #futsal,futebol|noticias de futebol|analise esportiva|futebol brasileiro|resenha esportiva|futebol de campo|esporte ao vivo|#fut|arbitro|varzea|treta futebol|tretas fut|futnews|curiosidades futebol|informação futebol|info fut|futsal|amador|fut amador|terrao,11,pt-PT,6965652,185066,2025-11-02T14:35:14Z
flrjNqZ3zTc,UCYtWXns-OMVfBvQ8LPNI4bw,27,9 homens armados com katanas sequestraram um avião cheio de passageiros! #shorts,,163,pt-PT,939252,58470,2025-11-26T00:00:49Z
EgyrYWrl5gk,UC_kLzsawZxSSXeeqQIGf_vw,24,VIVEU 70 ANOS PRESO! EM UM CILINDRO DE AÇO Paul Alexander! #curiosidades #noticias #brazil,alma forte|coragem|coragem pura|desafio|historia de paul alexander|história verdadeira|homem maquina|homem máquina|inspiração|inspiração humana|iron lung|paul alexander|paul alexander 2021|paul alexander iron lung|polio|pulmao de aco|pulmao de ferro|resiliência|resiliência pura|respirador artificial|sobrevivente|sobrevivência|vontade de ferro,48,pt-BR,3736994,159577,2025-11-10T12:00:26Z
I0Ltq-Txb7c,UC-6xqzMBF2CXTImn_a4aCVg,25,Passageira filma explosão de turbina de avião durante voo,jornalismo|jornal o globo|o globo|globo|notícias|news|imprensa|brasil|rio|turbina|avião|passageira|aeronave|avião da Gol|decolagem,36,pt-BR,10999369,479741,2023-10-16T15:14:43Z
2voB5WWfzC4,UCHw2aRSCveHIIxNinU2ZHpQ,27,Máquina do Infinito? 🤯,,51,pt-PT,4678666,412754,2025-10-27T16:55:34Z
cJdK43lW9zA,UCXDpWoUWeSWu_V1aiozYOGg,24,A ILHA SENTINELA DO NORTE,fabil|planeta|planeta novo|planeta rap|bruno fabil|curiosidades|história|história real,771,pt,104558,8071,2025-10-27T14:44:47Z
eFirsIWV3rE,UCLFp1avj9m4OypbZJUJZWHg,22,SIMM.PRO na Linha 17-Ouro,,26,pt-PT,1829,134,2025-10-17T15:04:41Z
XBR0awZxUz8,UCWtom5hg6QIj_uPo_AvdKZA,22,ESBIRROS VS ECHIZOS DE CLASH ROYALE #shortvideo #clashroyale #entertainment #gaming,,57,es,12752591,452897,2025-07-18T17:00:44Z
9EdUUAchKx0,UCLWwz-pcV4NhCWykthhurcQ,22,ELE QUEBROU O VIDRO DO  ESTÁDIO 😮,,19,pt-PT,4815791,163063,2025-09-18T04:26:52Z
kxgEBpTEqtE,UCUfSL117ACx3a23Urysd7nw,22,Yes！successfully completed the water ninja#stunt #extremesports #parkour #funny #pov #waterpark,,49,en,382980999,9000251,2025-09-10T16:28:02Z
-os_5rmWPGI,UCR3j6-3GD6aGV-LeUMRBc6g,24,FIZ O BOMBOM DA MINHA AVÓ! 🥹 #receitafacil #doces #sobremesa #receita,,56,pt-PT,1575045,153718,2025-09-01T14:31:54Z
62yox0F5lcA,UCz51ZodJbYUNfkdPHOjJKKw,10,Please Please Please,Sabrina Carpenter|サブリナカーペンター|サブリナ・カーペンター|Short n' Sweet|Please Please Please|プリーズプリーズプリーズ|プリーズ・プリーズ・プリーズ,187,en,103578969,691294,2024-08-22T10:00:04Z
jrmVmJvL7rg,UC_8PlWPiD7RdQkQMWm8IWWA,20,1.4 cicle Clash Royale ☠️ #clashroyale,,51,pt-PT,3345233,225430,2024-09-10T00:19:56Z
mQLWpaLvoug,UCj_ru2ath0W96SfUV3wer4A,20,Qual é o menor dano possível no Clash Royale? (créditos crusher),,62,pt-PT,1271166,101147,2025-07-10T20:00:36Z
q8cwzzf35yI,UCPLWm-TJeKW2Khmg7Pc5fRQ,24,QUEM É O JOGADOR PROFISSIONAL? Feat. Michel Bastos e Zé Roberto,futebol trade|lucas tylty|tylty|investimento|renda extra|apostas|aposta|apostas futebol|apostas esportivas|futebol|esportivo|esporte|Quem é o Jogador Profissional|Michel Bastos e Zé Roberto,2462,pt-BR,3010841,125952,2025-09-08T21:59:08Z
1btHsHJfFh0,UCw-YsJZtjoA_zB_7ScXlrqQ,22,A solução mais genial que eu já vi,,47,pt-PT,53651,3063,2025-09-08T23:44:03Z
9xLT_qh3iEU,UCF6z5i9_bXQGJjtvZm9JAKg,22,O esporte mais subestimado,momentos|viral|curiosidade|engraçado|memes|momentos engraçados|fails|humor|compilação|novidades|esportes|alto falantes|inesperado|tchoukball|atletas|subestimado,18,pt-PT,3054274,141787,2025-07-14T14:30:11Z
nVNvofpkxLw,UCkrhfwExfTZOmMY92cYkMIw,19,Trem na Estação Chácara Klabin da Linha 5 - Lilás,Lucas|Sousa|CLS|transporte|ônibus|onibus|trem|metrô|metro|train|railway|bus|autobus|tram|vlt|subway|Trólebus|Midi|Articulado|Superarticulado|Biarticulado|lucas sousa|monotrilho|transporte público|movimentacao de onibus|movimentação de onibus|metro de sp|trem bala|brt|bus rapid transit|trem cptm|metro sp|metrô de são paulo|lucas souza onibus|comboio|cptm|lucas souza,33,pt,46892,1595,2023-03-22T15:00:35Z
JUpx4Htz_hI,UCZyRmnLgkOBXFWN0FWfMkLQ,24,Coisas Perturbadoras da Internet Brasileira,coisas perturbadoras da internet brasileira|os horrores da internet brasileira|brazilian internet|internet horror|internet mysteries|brasil|terror|coisas perturbadoras|máscaras de chumbo|edifício Joelma|treze almas Joelma|terror brasileiro|mistério|lost media|internet antiga|O Youtuber Brasileiro que fez um Ritual e sumiu|o youtuber que desapareceu|confusão mental|confusão mental canal|setealem|sete além|deep web|dark web|ARG brasileiro|jj|amin|amin wake,1092,pt-PT,91419,8771,2025-08-29T21:00:18Z
Lc53qCuJqm4,UCip6p3UCcMX3vYV9i7rsZrw,17,O DIA QUE HUGO SOUZA PEGOU 3 PÊNALTIS #futebolbrasileiro #hugosouza #corinthians,,67,pt-PT,5982646,375103,2025-04-19T15:07:24Z
_g0j1YKMKwE,UCuc17RFi4UBDurUdOD4V9dA,22,"MEU DEUS FICOU LINDOOOO!! Pra quem ainda nao entendeu, é EXPONENCIAL! Cada vez que eu giro, o numero",,61,pt-PT,38178738,1447606,2024-12-11T12:37:23Z
941o3aGSFtM,UC8d2zEs8IxNv-9SJoy5mLmA,24,Estocar carne por 5 anos para emergências 🚨‼️,,62,pt,3557356,223094,2025-07-29T23:54:37Z
Mo4rI2xOVH4,UCgWBijjXkEmCv4p3lYJ9i-w,22,MEU FILHO FEZ BATATA CHIPS CASEIRA *melhor que a comprada no mercado!,,59,pt-PT,10107414,685350,2025-02-19T21:15:02Z
azmAPzcR5-o,UCmyaFyHgOsLujCdtTedMFFg,24,Ele Só Queria Salvar A LOJA! 😱😳,,31,pt-BR,5798017,235752,2025-07-19T21:15:00Z
0wBiMx7gQ5k,UCn0uDrJXlLmsoABxwYQoJMA,24,Já viajou de ônibus? 😂 @marcotuliodavi  #shorts,,53,pt-PT,14511057,945318,2025-07-21T23:08:31Z
AIxrxoWAa3E,UCHw2aRSCveHIIxNinU2ZHpQ,27,Erros que Entraram nos Filmes,,66,pt-PT,6106060,548103,2025-07-19T18:25:22Z
lHxmflCMXKg,UC2Hi8DPGEzSihX8ZZeJylTg,28,Curso Completo de Databricks (2025) | Do Zero à Prática | Databricks para Iniciantes 🔥📊,,3944,pt-PT,21544,949,2025-02-20T15:00:06Z
yiMs6VOKM4o,UCR3j6-3GD6aGV-LeUMRBc6g,24,DIFERENÇA ENTRE CHOCOLATE FRACIONADO E NOBRE! 🍫 #sobremesa #doces #sobremesas #chocolate,,61,pt-PT,338653,27051,2025-05-01T17:45:20Z
kWBWVvuRVsQ,UCR3j6-3GD6aGV-LeUMRBc6g,24,O MELHOR DOCE PARA VENDER!!! 😋 #doces #receitafacil #sobremesa #receitas,,44,pt-PT,10521987,684933,2023-12-13T14:05:48Z
9LIfZO4Qg4Y,UCAsG-z6X4qjsF7bFqfpLmNA,24,TORTA DE LIMÃO | FÁCIL E DELICIOSA E SEM GELATINA,,46,pt-PT,652371,38584,2021-12-10T19:11:39Z
hgyYKnR0ILU,UCR3j6-3GD6aGV-LeUMRBc6g,24,ISSO DAQUI ATÉ UMA CRIANÇA FAZ!!!😋(Ft @CheffOtto ) #sobremesa #receitasfaceis #chocolate #doces,,53,pt-PT,5894804,413459,2024-09-28T14:00:52Z
zR0kGkLG6lE,UCHw2aRSCveHIIxNinU2ZHpQ,27,Pq Chefs Limpam Panelas Quentes com Gelo?,,38,pt-PT,2379727,219874,2025-06-19T19:40:50Z
EgN8CBx46HA,UCZiYbVptd3PVPf4f6eR6UaQ,17,HUGO CALDERANO NA FINAL DO WTT STAR CONTENDER ESLOVÊNIA | TÊNIS DE MESA,Cazé TV|Casimiro ao vivo|Casimiro|CazéTV ao vivo|Cazé ao vivo|time brasil|olimpiadas|casetv|cazetv time brasil|assistir judo|tenis de mesa|ping pong|table tenis|campeonato tenis de mesa|hugo calderano|bruna takahashi|cazetv tenis de mesa|cazetv ping pong|casimiro tenis de mesa|calderano|hugo|hugo tenis de mesa|calderano tenis de mesa|wtt|giulia takahashi|takahashi|guilherme teodoro|takahashi semifinal|semifinal tenis de mesa|wtt eslovenia,7805,pt-BR,570322,18491,2025-06-22T17:11:12Z
nXT8tJylGuQ,UCJUERUfcPHCa3HPEfJ_37FA,24,Voce Sabia disso?,,25,pt-BR,8706435,300162,2025-04-26T18:00:42Z
xcgsSBDMFdA,UCZUZgCVdMuj3mmwyYblXlLw,17,How did he win? 😱,,31,es,46482764,915131,2025-06-03T15:35:15Z
mtKrlaRYBlw,UCHw2aRSCveHIIxNinU2ZHpQ,27,E SE... Vc Tocar em MERCÚRIO? ☠️,,49,pt-PT,11059220,671858,2025-02-24T14:41:40Z
y9s_BxgwTYg,UCSZOaC7a_L9eyC6DeV4h_8A,27,Mapa de mochileiros #geografia #mapa #viajar #paises,mapa|mapas|mapa mundo|mapa mundi|mapa do mundo|mapa achatado|mapa decoração|mapa quadro|mapa para raspar|mapa para raspar paises visitados|mapa de raspar|mapa do Brasil|mapa para mochileiros|mapa para viajantes|viajar|mochileiro|mapa para viajar|conhecendo países|países|país|visitar países|viagem internacional|viagem|américas|europa|áfrica|ásia|conhecer país|conhecer países|Mapa Mundi Raspar|mapa presente,61,pt,844018,75781,2025-02-08T17:00:07Z
UBTkQ3ug-AQ,UCrhi898MWetcNRmuFfhd_xQ,17,Em busca de 1.000.000 de gols #futebol,,102,pt-PT,372713,25979,2025-06-18T01:16:10Z
_AIhLgRa18c,UCHAOQVNt7kw16vazvOpoibQ,17,Ele bateu a Cabeça na Trave e fez DOIS GOLS 😱,,39,pt-BR,8849100,549050,2025-06-12T11:00:54Z
-H0pNpsSgP8,UCzOsXJW-IUb60448m4k82zA,22,PROJETO com o NOVO GORDÃO? #renatocariani #academia,,50,pt-PT,3140937,237092,2025-04-16T23:53:00Z
pzr199_EX3s,UCDaM5npyBufSF9XF7XnDlsA,23,MC POZE VS STITCH??? PIERRE É BRABO DEMAIS KKKKKKK,Erick Clapton|Clapton|Clapton tiktok|humor|comédia|stand up|risada|curiosidade|vídeos de humor|comediante|gargalhada|Vídeos curtos|vídeos para rir|melhor canal de humor|canal de humor|vídeos do Clepton|melhores vídeos do Clepton,46,pt-PT,1853253,82752,2025-06-13T22:30:09Z
9ZF87KfmeF0,UC6eqVamdORDtvr7BldXMbgg,22,3 Níveis de Nuggets  #receitasfit #receitas,,54,pt-PT,1342991,124467,2025-05-16T14:00:14Z
rHr2hNkvfl0,UCn0uDrJXlLmsoABxwYQoJMA,24,Sabem fazer pizza? ​⁠@marcotuliodavi  #shorts,,54,pt-PT,15642620,1080559,2024-11-18T23:02:27Z
ebxdbxWNhKg,UCnxwscWX4fjrT43c_X-XsKw,24,"🍔 O PÚBLICO PEDIU E O MC FISH VAI VOLTAR, MAS VOCÊ SABE COMO ELE FOI CRIADO? 👇 #guiadohamburguer",,46,pt-PT,5902882,357828,2024-01-16T22:16:36Z
jjw9lTjlZ0g,UCA5pqfc13aIU2RdSQ4hScgg,22,Essa é a melhor estratégia pra comprar tênis grande 🤣,,33,pt-PT,2082278,112077,2025-05-29T23:17:50Z
_SQ_n_J9zZ0,UCC-OvzSIg03V53K66eADaag,22,COMO GANHAR SEMPRE NA SINUCA,amizade|sinuca|humor|baianinho de mauá|mundo da sinuca|sinucastigo|casal|akio|kina|muca muriçoca|câmera do muca,7,pt-PT,5178548,193985,2025-02-28T21:00:35Z
OWWG3P3D-68,UC5AieipVTYwnOevUsImOxOw,22,SLEIGHT OF HAND AND RANDOM NUMBER VS RUNNING | WHO WON?💨 #challenge #shorts,,14,nl,50870866,1078644,2025-03-25T14:00:21Z
n9bGep11UwM,UC0wOtOdgx7D83tw0NVu2XuA,22,NEM FERRANDO 🤦🏼‍♂️🤔,,19,pt-BR,16998828,759735,2025-06-06T23:00:56Z
QioXOJ88ZLo,UCsVC1esYT6Fj5OHaE5Ys1cw,24,Léo Lins - SOBRE A MINHA PRISÃO,leolins|standup|leolinsstandup|leolinspiadas|piadas|fritada|leonardolins|viral|edit,760,pt-BR,3856969,649874,2025-06-05T22:00:07Z
B0L7BSVKVz4,UCo-SyplR7M1ZC1w0YhwMa8w,24,O jogo que te espiona secretamente,g0ularte|goularte|goulart|g0ulart|kinitopet|kinito|jogo|vírus|terror|pc|bonzibuddy|kinitopet.exe|arg|mistério|história|goulaarte,4954,pt-PT,2491344,144777,2024-03-22T23:00:05Z
EUq_S2LIr_E,UC_U28dr7zxgPDYM99T_T85g,24,Meu chefe tirou meu nome do bolão,,116,pt-PT,3167748,289735,2025-05-25T15:00:18Z
tKtpyYGhI5M,UCM5gMM_HqfKHYIEJ3lstMUA,17,Can Starbucks Spell Footballers’ Names? ☕️,,56,en-GB,140475340,4568742,2024-10-03T16:36:57Z
XOL65LKr6_s,UCtnewy4_jB-9ZSW0nZgq9fQ,24,O Recorde de Maior Queijo de Pizza do Mundo! 😱#pizza #viral #curiosidades #shorts,,53,pt-BR,1574802,99423,2025-05-21T14:00:56Z
ETLwko8FGLs,UCjvCe7EJRXZzlc6-YK8LTtg,26,Truque com apenas 2 ingredientes  #truques #TruqueCaseiro #criatividade #gastronomia #doces,,70,pt-PT,2238,282,2025-06-04T22:38:16Z
zDlg9S5cmeU,UCjGQrFZoKWd0RkKFTKG3Qpw,22,mini PEKKA damage🤖🔥 #clashroyale #gaming,,63,pt-PT,8677373,443123,2025-03-15T13:08:12Z
hW93NxcCTZ8,UCDaM5npyBufSF9XF7XnDlsA,23,VIRGINIA VS NEYMAR?? MÃE VS PIERRE?? HAHAHAH,Erick Clapton|Clapton|Clapton tiktok|humor|comédia|stand up|risada|curiosidade|vídeos de humor|comediante|gargalhada|Vídeos curtos|vídeos para rir|melhor canal de humor|canal de humor|vídeos do Clepton|melhores vídeos do Clepton,45,pt-PT,4297152,163627,2025-06-04T22:30:09Z
1vMomEs4VSk,UCrhi898MWetcNRmuFfhd_xQ,17,Pirâmide de gols #futebol,,97,pt-PT,733131,43331,2025-06-03T15:46:50Z
OQ0GGBKkJco,UCn_xnATygX4kl4y5Y2ZC4ng,22,Eu poderia tê-lo enganado três vezes...,cubo de rubik|cubos de quebra-cabeça|jogos de tabuleiro|inteligência|rubik 3x3|rubik 5x5|movimentos do cubo rubik|arte contemporânea|DIY|arte com cubos|desenho com cubos|artista|anime|otaku|naruto|boku no hero|my hero academy|one piece|caçador de demônios|cubo de velocidade|recorde mundial|como resolver um cubo de rubik rapidamente|cubagem|cubo|em português|shorts em português,56,pt-PT,6702583,291938,2025-05-31T18:00:20Z
-SwjSH9lspQ,UCSxi0c-2Y505YjsDVoHdgOQ,24,Voltei a USP e RASGUEI os CARTAZES dos COMUNISTAS! (De novo),victo ruiz|ruiz|victorruizsp|esquerda vs direita|debate|entrevista|direita|usp|rasgando cartaz|cartaz|comunista,485,pt,1065847,104906,2025-06-03T20:41:09Z
3mULkZPMi3E,UCnxwscWX4fjrT43c_X-XsKw,24,🍔 DESCUBRA EM QUAL NÍVEL DE HAMBURGUERO VOCÊ TÁ!👇🏻#guiadohamburguer,,61,pt-PT,538159,58973,2024-11-04T23:57:36Z
TI8cCA4ESxQ,UC93Hh8YzYvkyc7xGYfqDmUA,19,Quanto custa tomar café na LOUIS VUITTON #paris #viagem #europa,,58,pt-BR,6290132,527264,2024-04-16T22:16:04Z
XVEOfudue-I,UCo-SyplR7M1ZC1w0YhwMa8w,24,O mistério do jogador que desapareceu,g0ularte|goularte|goulart|g0ulart|minecraft|mistério|terror|enigma|ARG|canal do youtube|xtremegamer11|desvendando|entendendo|história,3636,pt-PT,1614818,94798,2024-12-16T23:00:32Z
ESM8MbsMSxs,UCo-SyplR7M1ZC1w0YhwMa8w,24,O Jogador Que Sumiu da Realidade,g0ularte|goularte|goulart|g0ulart|minecraft|mistério|terror|o caso do alex|o jogador que desapareceu|arg|analog horror|história|vendo o mistério|g0ularte2,3154,pt-PT,813496,52460,2025-05-29T22:00:14Z
7qvwhL-Wnug,UCHw2aRSCveHIIxNinU2ZHpQ,27,Pq Reservatórios NÃO Evaporam?,,62,pt-PT,1888418,204958,2025-05-29T17:05:10Z
v44jQfiNyCM,UCn_xnATygX4kl4y5Y2ZC4ng,22,Dar às pessoas cubos insolúveis...,cubo de rubik|cubos de quebra-cabeça|jogos de tabuleiro|inteligência|rubik 3x3|rubik 5x5|movimentos do cubo rubik|arte contemporânea|DIY|arte com cubos|desenho com cubos|artista|anime|otaku|naruto|boku no hero|my hero academy|one piece|caçador de demônios|cubo de velocidade|recorde mundial|como resolver um cubo de rubik rapidamente|cubagem|cubo|em português|shorts em português,53,pt-PT,3705791,220081,2024-08-04T18:00:27Z
WnCFwjstyLw,UCgoFf9xN5FByHr7k6GaSDsQ,24,COMPREI O MAIOR HAMBURGUER DO MADERO,,58,pt-PT,2936892,227109,2023-07-27T15:01:00Z
US8mkiQDWNw,UCKIti5lckTRJREbbUY-dduA,24,IMPRIMINDO Coisas para CASA na IMPRESSORA 3D,,64,pt-BR,1981368,104653,2025-04-23T23:03:26Z
EqMOWZ--fi0,UCNrthyyJVjrJUpePrl6lW_g,24,Qual Bola Pula mais Alto?,,40,pt-PT,26361297,1117517,2025-05-10T00:14:33Z
d75awsuNvnw,UCcO3pf47GO1rxL4tlWEs5Ow,24,postagens que deram MUITO errado,,54,pt,6586257,513350,2025-04-29T23:00:40Z
Unzd9wW1Q5M,UCrhi898MWetcNRmuFfhd_xQ,17,Em busca das 40 Libertadores #futebol,,103,pt-PT,162804,14234,2025-05-23T19:19:55Z
qeG-K8DsW5Q,UC-DmSrLrxJtogfi4mi9Km_w,22,Provando o melhor churrasco grego de São Paulo,,69,pt-PT,577800,65087,2025-05-29T22:44:17Z
kW737LV_CZg,UCHw2aRSCveHIIxNinU2ZHpQ,27,Pq Esses Guardas Brigam?,,63,pt-PT,5843348,436830,2025-04-15T15:01:14Z
ZtTS2gVnXEw,UCDaM5npyBufSF9XF7XnDlsA,23,MÃE E O VAN DIESEL??? KKKKKK PALAVRA PROIBIDA,Erick Clapton|Clapton|Clapton tiktok|humor|comédia|stand up|risada|curiosidade|vídeos de humor|comediante|gargalhada|Vídeos curtos|vídeos para rir|melhor canal de humor|canal de humor|vídeos do Clepton|melhores vídeos do Clepton,44,pt-PT,10859887,358065,2025-05-01T22:30:06Z
ExRXrvcYx9E,UCXVoh_lRU1w1Y7Rl0-KCHlg,20,QUEM MONTOU A MELHOR CARREIRA?? #futebol #shorts,,161,pt-PT,1567234,162032,2025-05-23T14:29:18Z
GNOIgTZN7YM,UCW5ceU2VVprp5ZyAzxWQqYw,27,Treinamento dos Bombeiros #fisica,,32,pt-PT,3146074,219785,2025-05-22T20:00:18Z
hLfKfB0SRFg,UCDbAOOAnrtqyf2I2qJe2XLw,24,o que fazer se cair nos trilhos de trem?,,47,pt-PT,7055393,511753,2025-04-24T21:37:21Z
tivtNmErZCk,UCAmiE11hyW3iPdtQ9clqvtg,24,O Dia que a Globo foi HUMILHADA por 90 Minutos ao Vivo!,,82,pt-PT,471716,50146,2025-05-25T15:01:21Z
zgJhATa8f8s,UCdyuG9v5rD0agYOAuFgc_Fg,1,Ele precisou de apenas cinco balas...,,112,pt-PT,19876338,1241703,2025-05-26T14:55:01Z
jqQsZjK23Qs,UCcO3pf47GO1rxL4tlWEs5Ow,24,vinganças mais INSANAS,,66,pt,6418034,525524,2025-05-27T23:00:56Z
_utl2xNB8ZY,UC-DmSrLrxJtogfi4mi9Km_w,22,Comendo na hamburgueria do PODPAH,,65,pt-PT,390122,35967,2025-05-27T22:18:33Z
TxO8QMyo8Wc,UCeIfd5LezG2S1gt95W6IXyg,17,CORINTHIANS CAMPEÃO PAULISTA com HUGO SOUZA HERÓI E MEMPHIS PROVOCOU DEMAIS! Corinthians x Palmeiras,Corinthians|Corinthians x palmeiras|Corinthians ao vivo|Corinthians e Palmeiras ao vivo|Corinthians react|Corinthians melhores momentos|Corinthians x Palmeiras react|Corinthians campeão|Final Paulistão 2025|Final Corinthians e Palmeiras|Hugo Souza pegando pênalti|Hugo pega penalti|Penalti Corinthians x Palmeiras|Pênalti Palmeiras|Penalti Corinthians|Penalti perdido palmeiras|Penalti Veiga Corinthians|Corinthians e Palmeiras|Corinthians vs Palmeiras,2902,pt-PT,1439464,40188,2025-03-28T16:29:12Z
obJ4PLtrG6s,UCn_xnATygX4kl4y5Y2ZC4ng,22,O balde de sopa do Timmy é delicioso 😋,cubo de rubik|cubos de quebra-cabeça|jogos de tabuleiro|inteligência|rubik 3x3|rubik 5x5|movimentos do cubo rubik|arte contemporânea|DIY|arte com cubos|desenho com cubos|artista|anime|otaku|naruto|boku no hero|my hero academy|one piece|caçador de demônios|cubo de velocidade|recorde mundial|como resolver um cubo de rubik rapidamente|cubagem|cubo|em português|shorts em português,49,pt-PT,2504957,93547,2025-04-05T18:00:36Z
FMdJ11dOnVU,UCOpIGDq5SFF_0SWspZpIhZg,22,How long do trickshots take #shorts #trickshots,,29,en,20657675,573641,2025-04-07T22:42:27Z
mWxE3A890Y8,UCn_xnATygX4kl4y5Y2ZC4ng,22,Você consegue quebrar o recorde mundial de 1x1? 🤔,cubo de rubik|cubos de quebra-cabeça|jogos de tabuleiro|inteligência|rubik 3x3|rubik 5x5|movimentos do cubo rubik|arte contemporânea|DIY|arte com cubos|desenho com cubos|artista|anime|otaku|naruto|boku no hero|my hero academy|one piece|caçador de demônios|cubo de velocidade|recorde mundial|como resolver um cubo de rubik rapidamente|cubagem|cubo|em português|shorts em português,32,pt-PT,22242696,757156,2024-07-22T21:00:26Z
HdZ1J1gQIic,UCHw2aRSCveHIIxNinU2ZHpQ,27,Como Fazer Gelo Transparente 🧊,,42,pt-PT,923039,92791,2025-04-14T17:58:08Z
fSY4DIPMScg,UCn_xnATygX4kl4y5Y2ZC4ng,22,Serei capaz de quebrar o cubo Buffoonery?,cubo de rubik|cubos de quebra-cabeça|jogos de tabuleiro|inteligência|rubik 3x3|rubik 5x5|movimentos do cubo rubik|arte contemporânea|DIY|arte com cubos|desenho com cubos|artista|anime|otaku|naruto|boku no hero|my hero academy|one piece|caçador de demônios|cubo de velocidade|recorde mundial|como resolver um cubo de rubik rapidamente|cubagem|cubo|em português|shorts em português,29,pt-PT,9664205,270297,2024-09-24T21:00:21Z
fbyukEDXvys,UCHw2aRSCveHIIxNinU2ZHpQ,27,Fogo Consertando Celular 🔥📲,,65,pt-PT,2345663,277021,2025-05-17T21:05:27Z
xZ0eNNKplxQ,UC71qc0MiWlQVfPkkIRXzqFA,24,E SE A TERRA FOSSE UMA LUA DE SATURNO? #astronomia #universo,,70,pt-BR,1696483,137230,2025-04-21T00:55:20Z
IhOVzBZwpdQ,UCPsS7AJseJ_lnS6RGINgnkQ,24,Nunca estoure a bolha de um pneu ⚠️☠️ #curiosidades #fatoscuriosos #shorts,,31,pt-PT,3276124,58477,2025-04-18T21:00:27Z
bn2iRqLzfcI,UCsahCqRiZarflb9vXpAOVtQ,22,"Homem resgata tucano em lago e cria amizade com ave: ""Agora ele me visita todo dia"" #shorts",,93,pt-PT,3729178,350147,2025-04-11T23:01:27Z
OPr0_2GIrgQ,UCgqvjxFsQ3wXODvfKKbABKA,24,TOALHA ENGANA E BATE EM SIKÊRA!,sikera|sikera Jr Maconheiro|Sikera jr TV Acritica|Samurai Sikera|Thammy Sikera|Tolha podi Sikera|MIchele Sikera|Alerta Amazonas Sikera|Brunoso Sikera,766,pt,372076,20731,2021-07-05T23:00:06Z
VYx70YKoMFw,UC2z4w3gH5ngdd8jYNi4uD3g,24,CUBO MÁGICO DE 1 REAL ATÉ 800 REAIS,,60,pt-BR,2646770,190873,2023-08-26T14:45:01Z
0IOkz2YsHns,UCSxi0c-2Y505YjsDVoHdgOQ,24,ARRANQUEI os CARTAZES dos COMUNISTAS na USP! Eles SURTARAM,victo ruiz|ruiz|victorruizsp|esquerda vs direita|debate|entrevista|direita|USP|@victorruizsp|tirando cartazes|removendo cartazes|treta,988,pt,1637072,86832,2025-05-16T23:39:27Z
lyeVzDuw-B8,UCSxi0c-2Y505YjsDVoHdgOQ,24,"ENFRENTEI UMA LEGIÃO DE PETISTAS ENFURECIDOS NA MANIFESTAÇÃO ""SEM ANISTIA""",victo ruiz|ruiz|victorruizsp|esquerda vs direita|debate|entrevista|direita|sem anistia|anistia|lula|pt|esquerda|manifestação,943,pt,1386918,62185,2025-03-31T22:47:29Z
X_HPhSBHKPo,UCgqvjxFsQ3wXODvfKKbABKA,24,QUEM MANDOU VOLTAR?,sikera|sikera Jr Maconheiro|Sikera jr TV Acritica|Samurai Sikera|Thammy Sikera|Tolha podi Sikera|MIchele Sikera|Alerta Amazonas Sikera|Brunoso Sikera,134,pt,718565,53150,2020-04-08T01:00:43Z
qnuKOj1n93I,UC2z4w3gH5ngdd8jYNi4uD3g,24,CUBOS MÁGICOS MAIS BONITOS DA MINHA COLEÇÃO PARTE 2,xhonatas|cubo mágico|cubo magico|oncube|rubiks|rubiks cube|loja oncube|canal cubo magico|cubo magico no pote|menor cubo magico do mundo|1 cm|funko rubik's|funko cubo magico|funko rubik|latch cube|cubo magico com setas,60,pt-BR,1762466,102303,2023-10-28T14:45:07Z
m8WYeeimDKM,UCn_xnATygX4kl4y5Y2ZC4ng,22,"Ele venceu por apenas 0,01 segundos! 😯",cubo de rubik|cubos de quebra-cabeça|jogos de tabuleiro|inteligência|rubik 3x3|rubik 5x5|movimentos do cubo rubik|arte contemporânea|DIY|arte com cubos|desenho com cubos|artista|anime|otaku|naruto|boku no hero|my hero academy|one piece|caçador de demônios|cubo de velocidade|recorde mundial|como resolver um cubo de rubik rapidamente|cubagem|cubo|em português|shorts em português,60,pt-PT,316926,14809,2025-05-03T18:00:47Z
SWOaXlDwfTY,UC-DmSrLrxJtogfi4mi9Km_w,22,Comendo com R$ 12 em Osasco #fimdes #gastronomia #ondecomeremsp #pracadosalgado #comidaderua,,61,pt-PT,1813548,197107,2024-01-27T21:53:13Z
